Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
GroPulse GTM & Data Layer ," This app easily adds GTM script to your store which helps you to manage various analytics services.  GroPulse GTM & Data Layer app is a solution to adding the Google Tag Manager script. By using it, you don\'t need to waste time editing your theme\'s code in order to integrate your store with Google Tag Manager. 
Google Tag Manager is a free, useful platform that stores all your website\'s tags in one place for easy management. This means you can change and update tags for conversion tracking, site analytics, remarketing, and more without having to code anything on your website.   GroPulse GTM & Data Layer app is a solution to adding the Google Tag Manager script. By using it, you don\'t need to waste time editing your theme\'s code in order to integrate your store with Google Tag Manager. 
Google Tag Manager is a free, useful platform that stores all your website\'s tags in one place for easy management. This means you can change and update tags for conversion tracking, site analytics, remarketing, and more without having to code anything on your website.  more         Easy to setup         No manual code is required to implement GTM         Track data accurately    ",Rating (5),3,"September 23, 2022","Analytics - Other, Analytics - Other",hi@gropulse.com
Daasity Reporting & Analytics  ," Daasity supports data architecture, analytics, and reporting needs of omnichannel brands.  Daasity supports the varied data architecture, analytics, and reporting needs of consumer brands selling via Shopify, Amazon, retail, and wholesale channels. Using Daasity, teams across the organization get a centralized and normalized view of all their data, regardless of the tools in their tech stack and how their future data needs may change.   Daasity supports the varied data architecture, analytics, and reporting needs of consumer brands selling via Shopify, Amazon, retail, and wholesale channels. Using Daasity, teams across the organization get a centralized and normalized view of all their data, regardless of the tools in their tech stack and how their future data needs may change.  more         Modularity: Use some or all of our ELT, Viz, & reverse ETL functionality         First- and last-click plus Daasity attribution: customize your attribution logic         Daasity Audiences: Push customer data to key marketing tools and channels    ",Rating (4.9),53,"May 13, 2020","Sales analytics, Sales analytics",support@daasity.com
K: Daily Deals|Checkout Sales ," Make more money from the same traffic by using non-intrusive up-sell offers and cross-sell offers  Kaktus is an easy-to-use platform that helps you increase your average order value without making your customers go through Checkout or re-enter any information.
You can start seeing results in minutes, and our built-in split testing makes it easy to find what works best for your store. Is the perfect tool for anyone looking to increase their online revenue quickly and easily. Increasing your AOV is one of the most effective ways to boost your revenue without needing to increase your traffic.   Kaktus is an easy-to-use platform that helps you increase your average order value without making your customers go through Checkout or re-enter any information.
You can start seeing results in minutes, and our built-in split testing makes it easy to find what works best for your store. Is the perfect tool for anyone looking to increase their online revenue quickly and easily. Increasing your AOV is one of the most effective ways to boost your revenue without needing to increase your traffic.  more         One Click Upsell         In Cart Upsell         Post Purchase Upsell         Checkout Booster         Monster Upsell    ",Rating (4.8),17,"December 16, 2021","One-click checkout, Upselling and cross-selling, One-click checkout, Upselling and cross-selling",0930008893
Delivery Date & Shipping Rates ," Provide Shipping, Store Pickup, and Local delivery methods with a delivery date and time selection.  Optional delivery date and time picker with different types of delivery methods. Customizable delivery Calendar allows you to restrict preparation time globally or product wise. Define non-working days and number of orders you can manage for a time-slot or a weekday for smooth and assured delivery. Customizable shipping rates based on delivery location and dates of delivery.   Optional delivery date and time picker with different types of delivery methods. Customizable delivery Calendar allows you to restrict preparation time globally or product wise. Define non-working days and number of orders you can manage for a time-slot or a weekday for smooth and assured delivery. Customizable shipping rates based on delivery location and dates of delivery.  more         Enable multiple delivery options: Store Pickup, Local Delivery, and Shipping         Configure different processing times week-day-wise with our delivery date picker         Offer delivery date and time picker along with a rescheduling feature         Configure shipping rates day-wise and set different conditions for cart amount         Shipping rates based on selected date & Time.    ",Rating (4.9),75,"June 4, 2020","Delivery date, Delivery date",+1 (408) 329-9693
CC Delivery Date & Time ," All in One Date & Time app - shipping and In store pick up -  Language free (all label can be changed). There are products whose delivery date cannot be displayed (limited items, fruits, etc.), settings are different for each product (large items will have a later date),receive it at the store, all your requests can be realized with this app. For in-store pickup, it is possible to set detailed time such as cut-off time for same-day pickup and make the delivery date and time mandatory for restaurants, etc. Flexible and powerful app!!   Language free (all label can be changed). There are products whose delivery date cannot be displayed (limited items, fruits, etc.), settings are different for each product (large items will have a later date),receive it at the store, all your requests can be realized with this app. For in-store pickup, it is possible to set detailed time such as cut-off time for same-day pickup and make the delivery date and time mandatory for restaurants, etc. Flexible and powerful app!!  more         Each setting is available for each delivery method.         We developed lightweight proprietary calendar, and have realized an app that doe         All label can be customized. Any language is OK.    ",Rating (5),8,"March 8, 2022","In-store pickups, Delivery date, In-store pickups, Delivery date",miyakocastle@gmail.com
Exportier ‑ Data Export ," Export Orders, Products, Customers and other data to CSV/EXCEL easily with Exportier - Data Export  Exportier - Data Export allows you to export data from all fields in the key segments: Products, Customers, Orders, Inventory Items, Product Variants, Draft Orders, Tender Transactions, Bank Accounts, Disputes, Payouts, and Collections.

Exportier - Data Export allows exporting data to CSV(.csv) and Excel(.xlsx) formats for further use and analysis or import to BI tools. 

Select from more than 20 pre-built Shopify reports templates to save time for your Shopify data export.   Exportier - Data Export allows you to export data from all fields in the key segments: Products, Customers, Orders, Inventory Items, Product Variants, Draft Orders, Tender Transactions, Bank Accounts, Disputes, Payouts, and Collections.

Exportier - Data Export allows exporting data to CSV(.csv) and Excel(.xlsx) formats for further use and analysis or import to BI tools. 

Select from more than 20 pre-built Shopify reports templates to save time for your Shopify data export.  more         Manage unlimited Shopify data export from all fields with advanced filters         Use Shopify reports templates for your data export with pre-selected fields         Schedule automatic Shopify data export to CSV/EXCEL with email notification         Save your Shopify data export inside Exportier and to Google Drive or FTP         Use custom column to automatically calculate Shopify Sales, Profit, Margin, etc.    ",Rating (5),5,"December 17, 2020","Dashboards, Inventory tracking, Dashboards, Inventory tracking",+38 098 03 77 286
Accountingexport Pro > DATEV ,"   # Notice: Software available in German only!

The Shopify data export for your accountant.

Our software allows you to quickly export all accounting data at months end. It includes Sales, Refunds and Discounts and Shipping costs. This provides the accountant with a comprehensive data set.

# Features
* We prepare an accounting-ready data set 
* All Sales, Refunds, Discounts and Shipping Costs are mapped to individually set of accounts
* Extra options available for additional mapping rules,...   # Notice: Software available in German only!

The Shopify data export for your accountant.

Our software allows you to quickly export all accounting data at months end. It includes Sales, Refunds and Discounts and Shipping costs. This provides the accountant with a comprehensive data set.

# Features
* We prepare an accounting-ready data set 
* All Sales, Refunds, Discounts and Shipping Costs are mapped to individually set of accounts
* Extra options available for additional mapping rules,...  more    ",Rating (5),10,"May 18, 2022","Accounting, Accounting",support@pathway-solutions.de
TablePress ‑ Data Tables ," Create and manage beautiful tables to optimize visitors\' viewing experience.  TablePress allows you to create tables that can be embedded into blogs, pages, or text widgets with a simple shortcode. No coding is required as the table data can be edited in a spreadsheet. Save time by importing data instead of editing data manually. Create complex data tables with a search box, pagination, and filtering.   TablePress allows you to create tables that can be embedded into blogs, pages, or text widgets with a simple shortcode. No coding is required as the table data can be edited in a spreadsheet. Save time by importing data instead of editing data manually. Create complex data tables with a search box, pagination, and filtering.  more         You can create tables and insert them on any of the pages on your site.         Import tables from Microsoft Excel in XLS and CSV formats.         Tables can be exported in CSV and Zip formats.         Individual tables can be customized with custom CSS as per your need.         Easy to create complex data tables with a search box, pagination, and filtering.    ",Rating (4.7),72,"September 26, 2018","Metafields, Page enhancements - Other, Metafields, Page enhancements - Other",+91 9510888111
Sendle Dashboard Shipping ," Carbon neutral shipping designed for small businesses. Fulfil faster to satisfy your customers.  Integrate with the Sendle dashboard via your Shopify store in the US, Canada and Australia. Book a pickup or dropoff, print labels and easily track shipments.

How does it work? We match every package you send with the best available route, across our growing delivery network, so you can access delivery speeds and rates usually only available to big business.   Integrate with the Sendle dashboard via your Shopify store in the US, Canada and Australia. Book a pickup or dropoff, print labels and easily track shipments.

How does it work? We match every package you send with the best available route, across our growing delivery network, so you can access delivery speeds and rates usually only available to big business.  more         Book and manage online, no queueing at the post office.         Easily generate and print labels, and track shipments.         Choose whether your order is picked up or left at a drop-off location.         Dedicated support and/or business success manager.         Included cover for damage or loss.    ",Rating (1),1,"October 26, 2022","Delivery and pickups - Other, Delivery and pickups - Other",support@sendle.com
Delm Delivery Date Estimator ," Enhance your customer experience. Showcase the estimated delivery date on your product pages.  Delm enables you to display reliable estimated delivery dates on your product pages, making it easy for your customers to know when to expect their orders. By providing clear and transparent delivery expectations, our app can help you reduce customer service inquiries, increase customer satisfaction, and foster customer loyalty. Delm is compatible with all Shopify themes and designed to enhance the overall shopping experience for your customers.   Delm enables you to display reliable estimated delivery dates on your product pages, making it easy for your customers to know when to expect their orders. By providing clear and transparent delivery expectations, our app can help you reduce customer service inquiries, increase customer satisfaction, and foster customer loyalty. Delm is compatible with all Shopify themes and designed to enhance the overall shopping experience for your customers.  more         Display estimated delivery date, shipping date, delivery time and shipping time         Multilingual and fully customizable delivery messages         Configure delivery times based on customer location via IP geolocation         Configure custom shipping and delivery times for individual products         Integrated international public holidays for all regions    ",Rating (5),45,"October 15, 2018","Countdown timer, Delivery and pickups - Other, Countdown timer, Delivery and pickups - Other",help@delm.io
Daily Deals ‑ Sales Manager ," Daily Deals offers you a valuable set of features that increase your sales and order values.  Daily Deals creates enticing purchase offers using the deals that you create in the app.

We do this by letting you create scheduled sales that temporarily lower the price and modify the compare at price of your products.

These deals combined with countdown timers create a real sense of urgency that drive your customers towards adding a product to their cart, and placing an order.

We\'ve helped stores like yours grow their revenue and increase their profit margin.   Daily Deals creates enticing purchase offers using the deals that you create in the app.

We do this by letting you create scheduled sales that temporarily lower the price and modify the compare at price of your products.

These deals combined with countdown timers create a real sense of urgency that drive your customers towards adding a product to their cart, and placing an order.

We\'ve helped stores like yours grow their revenue and increase their profit margin.  more         Schedule manual or automated sales or run them immediately with Daily Deals         Promote your deals with flash sales landing page that converts         Promote post purchase upsells + offers combined with Daily Deals technology    ",Rating (4.3),71,"July 16, 2019","Discounts, Promotions - Other, Discounts, Promotions - Other",support@dailydeals.ai
Bloom: Delivery Date & Pickups ," Let your customers choose their preferred order delivery date/time, and simplify in-store pickups.  Bloom improves your store\'s operational efficiency by simplifying your in-store pick-up and local delivery management. Select the days of the week you are available for in-store pickups and local delivery, configure block out dates, generate and manage timeslots, define cut-off and prep times, plus much more. Best suited for flower stores (florists), restaurants, food delivery, perishables, curbside delivery, delivery and pickups, time slot management and more!   Bloom improves your store\'s operational efficiency by simplifying your in-store pick-up and local delivery management. Select the days of the week you are available for in-store pickups and local delivery, configure block out dates, generate and manage timeslots, define cut-off and prep times, plus much more. Best suited for flower stores (florists), restaurants, food delivery, perishables, curbside delivery, delivery and pickups, time slot management and more!  more         Manage your delivery schedule, set cut-off times, prep times, block-out dates         Generate 15/30/60 minute time slots for pickups, with optional order limits         Define product-level overrides to adjust available dates and other settings         Complete localization support - translate every label and message displayed         Match the look and feel of your store, for both new and vintage themes    ",Rating (5),13,"January 17, 2022","In-store pickups, Delivery date, In-store pickups, Delivery date",support@shopside.com.au
Data Analytics & Benchmarking ," Compare your performance, discover strengths and weaknesses and use our actions product to sell more  Product Actions, provides recommendations directly so you can make the best decisions for your products.   Product Actions, provides recommendations directly so you can make the best decisions for your products.  more         Product Dashboards | One view to see key actions needed to become profitable.         Product Actions | Easily understand which products to promote, discount etc.         Product Table | The deepest and most comprehensive product table on the market.         Benchmarks | All performance metrics and industry benchmarks in one 360 view.    ",Rating (5),3,"March 31, 2022","Marketing analytics, Sales analytics, Marketing analytics, Sales analytics",support@conjura.com
One‑Click Darkmode ," Add a darkmode toggle button to keep your visitor\'s eyes.  Allow users to toggle any theme to dark mode

By click the floating widget, all users can switch between light mode and dark mode, what ever themes you are using.   Allow users to toggle any theme to dark mode

By click the floating widget, all users can switch between light mode and dark mode, what ever themes you are using.  more         Setup in less than 1 minutes.
Save your time and do more important things.         No Coding Required.         Take care of your visitor\'s eyes!    ",Rating (4.1),5,"March 11, 2021","Page enhancements - Other, Store pages - Other, Page enhancements - Other, Store pages - Other",support@seaapps.net
Dataships ," Grow your email lists by optimizing your marketing compliance at the checkout  Different regions & states have different data collection rules but most stores adopt a \'one size fits all approach\' to collecting personal data at the checkout. 

In doing this, not only are store owners & marketers risking non-compliance, they are leaving valuable marketing data on the table. 

The Dataships widget optimizes data collection by region meaning that stores can collect more personal data, on average seeing a 238% uplift in audience size.   Different regions & states have different data collection rules but most stores adopt a \'one size fits all approach\' to collecting personal data at the checkout. 

In doing this, not only are store owners & marketers risking non-compliance, they are leaving valuable marketing data on the table. 

The Dataships widget optimizes data collection by region meaning that stores can collect more personal data, on average seeing a 238% uplift in audience size.  more         Geo-located widget for your Checkout to capture email consent         Optimizes data collection by region, increasing collection by 238% on average         Fully compliant marketing email audiences linking directly to Klaviyo         Increase the size of your marketing lists by average 238%    ",Rating (5),4,"January 4, 2023","Email marketing, Email marketing",support@dataships.io
Sheets ‑ Data Connector ," Connect your store to Google, click on \""Create\"" and your sheet is automatically opened in G-sheets!  Sheets allows you to edit your products in bulk mode directly from Google Sheets. 
Benefit from the power of Google-Sheets, you can use formulas, sort, select some products only, using filters, & version control  by using the Google-Sheets backup function.  Access your customer or order listings and edit your meta title & description in bulk, useful for improving your SEO.
Easy setup, connect your store to Google, click on \""Create\"" and your sheet is automatically opened in Google-sheets!   Sheets allows you to edit your products in bulk mode directly from Google Sheets. 
Benefit from the power of Google-Sheets, you can use formulas, sort, select some products only, using filters, & version control  by using the Google-Sheets backup function.  Access your customer or order listings and edit your meta title & description in bulk, useful for improving your SEO.
Easy setup, connect your store to Google, click on \""Create\"" and your sheet is automatically opened in Google-sheets!  more         Fast, bulk editing in Google Sheets         Automatic sync in the cloud, which means access to backups         Update your store instantly and seamlessly         Edit your meta title & description in bulk, great for improving your SEO    ",Rating (4),12,"December 10, 2019","Inventory sync, Inventory sync",support.sheets-app@common-services.com
Supertime Delivery Date Picker , Collect dates and times from customers for delivery and pickup based on your availability  Save time and avoid hassle. No more manually scheduling a time for delivery or pickup with your customers — they can select a time right from your store cart page. Control your schedule by creating delivery methods with custom schedules that work for your business. Block off the days that don\'t. Build in the prep-time you need for your deliveries and create time slots and limit the number of customers that can book them. Always be prepared with Supertime delivery date and time picker.   Save time and avoid hassle. No more manually scheduling a time for delivery or pickup with your customers — they can select a time right from your store cart page. Control your schedule by creating delivery methods with custom schedules that work for your business. Block off the days that don\'t. Build in the prep-time you need for your deliveries and create time slots and limit the number of customers that can book them. Always be prepared with Supertime delivery date and time picker.  more         Smart date and time picker on your store\'s cart page. Works out-of-the-box.         Unlimited schedules and time slots. Create as many delivery methods as you need.         Set Order Limits for how many orders you can actually handle - by slot or date.         Use our Blackout Calendar to block off dates you don\'t want customers to select.         Set Cut-off & Prep Times to manage things like same-day or next-day deliveries.    ,Rating (4.9),36,"July 8, 2020","Local delivery, Delivery date, Local delivery, Delivery date",supertime@roundtrip.ai
Data Exporter ‑ Tax Compliance ," Export unaltered data directly from Shopify’s database to comply with tax regulations.  Businesses with tax obligations in certain countries are legally required to provide transaction records to prevent potential tax evasion. With the Data Exporter - Tax Compliance app, you can export complete, unaltered Shopify store data to share with tax authorities—or retain for your personal records. Exported data is compiled to comply with regulations specific to your location.

Compatible for the following countries: Australia, France (Article 88), Germany (GoBD)   Businesses with tax obligations in certain countries are legally required to provide transaction records to prevent potential tax evasion. With the Data Exporter - Tax Compliance app, you can export complete, unaltered Shopify store data to share with tax authorities—or retain for your personal records. Exported data is compiled to comply with regulations specific to your location.

Compatible for the following countries: Australia, France (Article 88), Germany (GoBD)  more         Export store data for specific calendar years.         Receive a CSV file sent to your email address for easy access and sharing.         Includes all transactions made through the Shopify Point of Sale app.    ",Rating (1),6,"February 18, 2021","Legal, Taxes, Legal, Taxes",assistance@shopify.com
Delivery Date Pro ," Delight your customers by giving them an option to deliver your Product on a Specific Day and Time.  Delivery Date Pro is a great application for businesses of all sizes. One smart feature it offers is the ability to allow customers to schedule a delivery date and time for orders, with several different calendar options available. This provides extra flexible business services that your customers will love.

The calendar option comes with several other inter-dependent sub-features, which can be applied and used to run the business with extraordinary flexible services.   Delivery Date Pro is a great application for businesses of all sizes. One smart feature it offers is the ability to allow customers to schedule a delivery date and time for orders, with several different calendar options available. This provides extra flexible business services that your customers will love.

The calendar option comes with several other inter-dependent sub-features, which can be applied and used to run the business with extraordinary flexible services.  more         Easily block date/time that work for you, no more worrying about the schedule.         Limit the number of orders a day by setting cut-off time for same-day delivery.         Set day intervals to avoid any last-minute preparation & ensure timely delivery.         Track your orders in one place & easily export them to monitor Delivery info.         Facility to select delivery dates for the upcoming months in advance.    ",Rating (4.7),106,"September 19, 2017","Delivery date, Delivery and pickups - Other, Delivery date, Delivery and pickups - Other",91-99-04095044
SyncWith Data Export Reports ," Save time by automating reporting processes. Get downloadable CSVs or an auto-updating Google Sheet.  Spreadsheets are great tools for managing your business. Updating them manually is error prone. With SyncWith managing your workflow, you\'ll never have to wonder again if you updated the right spreadsheet, or forgot to pull the latest data.

Merchants use us to: build dashboards with interactive pivot tables showing sales by store, day or product; clean product SKUs; export discount code usage data; and track ROI of ad spend by correlating UTM tags against Shopify order volume.   Spreadsheets are great tools for managing your business. Updating them manually is error prone. With SyncWith managing your workflow, you\'ll never have to wonder again if you updated the right spreadsheet, or forgot to pull the latest data.

Merchants use us to: build dashboards with interactive pivot tables showing sales by store, day or product; clean product SKUs; export discount code usage data; and track ROI of ad spend by correlating UTM tags against Shopify order volume.  more         Build spreadsheet dashboards showing sales by day, store or product         Export discount code usage data for marketing analysis         Track inventory and forecast when to restock popular items         Track ROI of ad spend by correlating UTM tags against Shopify order volume         Export product SKUs for data cleaning    ",Rating (4.1),5,"August 10, 2021","Backup, Inventory sync, Backup, Inventory sync",hello@syncwith.com
Data Guru ," Take control of your store data with seamless integration into Microsoft Excel or other spreadsheets  Take control of your Shopify data with seamless integration into Microsoft Excel or other spreadsheets!
- Change prices of items by the bulk or individually
- Take advantage of pictures on your local server and update them through Data Guru
- Update key SEO data fields to reach your customers
- Have full visibility of the status of your import/export job
- Continue with your day-to-day work on the store as the import/export job works in the background   Take control of your Shopify data with seamless integration into Microsoft Excel or other spreadsheets!
- Change prices of items by the bulk or individually
- Take advantage of pictures on your local server and update them through Data Guru
- Update key SEO data fields to reach your customers
- Have full visibility of the status of your import/export job
- Continue with your day-to-day work on the store as the import/export job works in the background  more         Export store data to Excel/CSV for editting and analysis         Upload bulk edits to your store         All fields including  are editable including meta fields    ",Rating (4.7),7,"June 27, 2022","Bulk editor, Store data importers, Bulk editor, Store data importers",support@appify.guru
Simple Sample Data ," Easily populate your development store with test products, collections, orders & customers.  Generate sample data with a single click. Choose from three different sample datasets to populate your store with dummy data. Use the \""clothes/accessories\"" theme which supports products with multiple variants (size and color). Use the \""paintings\"" theme which supports single variant (option) products. Use the \""toys\"" sample data theme which supports single variant (option) products. Generate products, smart and custom collections, customers, and orders. Easily remove Shopify test data.   Generate sample data with a single click. Choose from three different sample datasets to populate your store with dummy data. Use the \""clothes/accessories\"" theme which supports products with multiple variants (size and color). Use the \""paintings\"" theme which supports single variant (option) products. Use the \""toys\"" sample data theme which supports single variant (option) products. Generate products, smart and custom collections, customers, and orders. Easily remove Shopify test data.  more         Easily generate sample data for your development store.         Choose from three different sample datasets to populate your store.         Generate customers and orders for testing user journeys and flows.         Simple Sample Data is completely free for development stores.         Delete test data with one click when you are done.    ",Rating (5),9,"June 26, 2017","Test data generator, Test data generator",support@egnition.com
Exporto ‑ Products data export ," Export products in live xml feed that works for facebook, google, glami, heureka, skroutz, vivino...  Set xml exactly how you need, with tags names, nested levels, static tags, lists etc. 
Export all products with or without variants in xml format or choose other formats.  You can save file for future access ( cached file ). Works with Google Mercant center feed, Products feed for Facebook business, Glami, Heureka, Zbozi, Mall. Skroutz, vivino   Set xml exactly how you need, with tags names, nested levels, static tags, lists etc. 
Export all products with or without variants in xml format or choose other formats.  You can save file for future access ( cached file ). Works with Google Mercant center feed, Products feed for Facebook business, Glami, Heureka, Zbozi, Mall. Skroutz, vivino  more         Filters ( by collection, vendor, status, tags, quantity, status ...)         Additional tags with conditions ( rules )         Live feed         Translated text, text replacements, modify title, add suffix in title         Metafields can be included    ",Rating (5),9,"October 18, 2019","Product feeds, Sales channels - Other, Product feeds, Sales channels - Other",dal_sto@yahoo.com
DataHunt Smart Dropshipping ," Grow your business with DataHunt Smart Dropshipping  What is the purpose of adding new products to your ecommerce shops, via dropshipping solutions, if the products will not be sold?

With unique Data Aggregation and AI Analysis Technology, DataHunt is created to bring hot-selling products to your ecommerce shops. In just a few clicks, DataHunt Smart Dropshipping App locates the hot-selling products that match your shops and display them to your consumers, ready for selling. To add to this, we offer ease of use shipping.

Start Smart Dropshippin   What is the purpose of adding new products to your ecommerce shops, via dropshipping solutions, if the products will not be sold?

With unique Data Aggregation and AI Analysis Technology, DataHunt is created to bring hot-selling products to your ecommerce shops. In just a few clicks, DataHunt Smart Dropshipping App locates the hot-selling products that match your shops and display them to your consumers, ready for selling. To add to this, we offer ease of use shipping.

Start Smart Dropshippin  more         DataHunt picks the hot-selling products that match your shops         Ship for you hassle free.         Relevant product expansions provide greater trust and brand presence    ",Rating (5),3,"December 7, 2021","Dropshipping, Product sourcing - Other, Dropshipping, Product sourcing - Other",support@datahunt.app
Daraz Link ," This App integrates seamlessly with Daraz to manage Daraz products and inventory easily.  This App helps keep your products and inventory in-sync between Shopify and Daraz.
* Sync product images, description, status, variations, inventory, and prices to Daraz
* Product and inventory updates will be reflected on Daraz in a few seconds
* Reduce inventory on Shopify when there is incoming order on Daraz
* Create Shopify order when there is incoming order on Daraz
* Select which product attributes to sync to Daraz to fit your needs   This App helps keep your products and inventory in-sync between Shopify and Daraz.
* Sync product images, description, status, variations, inventory, and prices to Daraz
* Product and inventory updates will be reflected on Daraz in a few seconds
* Reduce inventory on Shopify when there is incoming order on Daraz
* Create Shopify order when there is incoming order on Daraz
* Select which product attributes to sync to Daraz to fit your needs  more         Automatically keep your products and inventory in-sync between Shopify and Daraz         Product changes such as price, image, etc are synced instantly         Orders from Daraz can be imported into Shopify    ",Rating (4),1,"September 19, 2022","Store data importers, Store data - Other, Store data importers, Store data - Other",help@oscoapp.com
Delivery Date Estimate Widget ," Add an dynamic Etsy-like delivery estimate to your product pages  Our app automatically displays estimated delivery dates to your customers. Build trust, get more sales and avoid complaints with this incredible widget. 
 
- Include whether or not you have a faster shipping option 
- Add your processing time 
- Add estimated delivery time for different locations 
- Enjoy beginner-friendly settings 
- Show delivery-arrival widget on product pages 
- Customize the look of the widget with a few clicks   Our app automatically displays estimated delivery dates to your customers. Build trust, get more sales and avoid complaints with this incredible widget. 
 
- Include whether or not you have a faster shipping option 
- Add your processing time 
- Add estimated delivery time for different locations 
- Enjoy beginner-friendly settings 
- Show delivery-arrival widget on product pages 
- Customize the look of the widget with a few clicks  more         Apply The Widget To Products Or Collections         Easy Setup & Installation (No Code Required)         Customize The Widget Language & Colors         Set Different Delivery Ranges By Country         24/7 US Based Customer Support    ",Rating (4.3),12,"June 30, 2021","Delivery date, Delivery date",deliveryestimation@gmail.com
Date Picker ‑ Pick a Date DATO ," Our date picker offers your customers the possibility to easily select a date or time.  Our date picker offers your customers the possibility to easily select a date or time. Our app is not only relevant for those who want to pick a single date, it can also be used for professional click and collect. Delivery Date Picker.

Easily define available days, times and delivery options and offer your customers a unique user experience with our Date picker.   Our date picker offers your customers the possibility to easily select a date or time. Our app is not only relevant for those who want to pick a single date, it can also be used for professional click and collect. Delivery Date Picker.

Easily define available days, times and delivery options and offer your customers a unique user experience with our Date picker.  more         Choose the product on which your customers can pick a date.         With time slots, your customers can pick a specific time and date.         Choose between store pickup and local delivery.    ",Rating (4),2,"February 9, 2022","Delivery date, Delivery and pickups - Other, Delivery date, Delivery and pickups - Other",support@inspon-app.zendesk.com
Kaufland.de Integration ," The Kaufland.de integration app helps import and sync products from Store to Kaufland.de  Advanced dashboard
Automated Products Syncing
Advanced Order Management
High-Resolution Images   Advanced dashboard
Automated Products Syncing
Advanced Order Management
High-Resolution Images  more         Upload products, manage listings, inventory, and keep track of sales         Stay ahead of your competition by increasing or decreasing products\' prices app         Avoid overselling by synchronizing Store with a Kaufland.de account in real-time    ",Rating (4.5),38,"November 17, 2021","Inventory sync, Order sync, Inventory sync, Order sync",(+1) (888)-882-0953
Reveal: Customer Data & NPS ," Leverage your Data to Segment, Retain & Acquire better customers. 
Use NPS & RFM to improve the CLV  Omniconvert’s Reveal highlights your best options for generating new growth in terms of acquisition, retention, and customer loyalty. 

You can use it when you need to experiment and fix your business model, as well as when you\'re searching for an advanced eCommerce approach to reach your business targets and save time. 

It also empowers you to up your game and monitor what matters to save your team\'s time and make better decisions.   Omniconvert’s Reveal highlights your best options for generating new growth in terms of acquisition, retention, and customer loyalty. 

You can use it when you need to experiment and fix your business model, as well as when you\'re searching for an advanced eCommerce approach to reach your business targets and save time. 

It also empowers you to up your game and monitor what matters to save your team\'s time and make better decisions.  more         Dynamic Audience Builder - Improve Meta & Google ad campaigns by using RFM         RFM Customer Segmentation: identify best&worst clients & treat them accordingly         Automated NPS tool: Fix your customer journey- real-time alerts & advanced data         Buying Habits reports - Find your best and worst-performing product SKUs by CLV         Advanced Reporting: track what truly matters to become Customer-centric.    ",Rating (5),93,"March 10, 2020","Customer analytics, Feedback and surveys, Customer analytics, Feedback and surveys",sales@omniconvert.com
GDPR Data Compliance Banner EU ," EU GDPR Compliant Banner + Cookie Bar with easy one-click installation.  App now allows to display customisable cookie bar. More than that – it offers to see all cookie acceptance events in admin.

App supports English, French and German.

Disclaimer
Using The GDPR Framework does NOT guarantee compliance to GDPR. This plugin gives you general information and tools, but is NOT meant to serve as complete compliance package. Architechpro is not eligible for any claim or action based on any information or functionality provided by this plugin.   App now allows to display customisable cookie bar. More than that – it offers to see all cookie acceptance events in admin.

App supports English, French and German.

Disclaimer
Using The GDPR Framework does NOT guarantee compliance to GDPR. This plugin gives you general information and tools, but is NOT meant to serve as complete compliance package. Architechpro is not eligible for any claim or action based on any information or functionality provided by this plugin.  more         Users will be instantly notified about GDPR + cookie compliance of Your Store         Designed specifically for easy one-click installation         Add \""My GDPR\"" button to customer accounts to request erasing personal data    ",Rating (5),1,"September 7, 2018","Banners, Banners",support@architechpro.com
"ShareASale, CJ, Awin DataFeed "," List items, sync and update products on ShareASale, CJ, Awin, and Rakuten automatically  ShareASale, CJ, Awin DataFeed allows you to list items, sync product data feed, and update products on ShareASale, CJ, Awin, and Rakuten automatically without manually updating any part of your store. Avoid the tedious process of manually uploading products on multiple sales channels and dealing with all the adjustments that get in the way of your success.   ShareASale, CJ, Awin DataFeed allows you to list items, sync product data feed, and update products on ShareASale, CJ, Awin, and Rakuten automatically without manually updating any part of your store. Avoid the tedious process of manually uploading products on multiple sales channels and dealing with all the adjustments that get in the way of your success.  more         Upload products directly to ShareASale / Awin / CJ / Rakuten         Automatic daily sync of product data feed on ShareASale / Awin / CJ         5 Minutes installation and setup process for automated affiliate product feeds         Get help when you need it through a one-on-one consultation    ",Rating (5),7,"August 16, 2021","Inventory sync, Product feeds, Inventory sync, Product feeds",+1302 364 0384
DataJet ," DataJet helps to automate any task in your store. Custom integrations, data exchange and more.  Unlimited possibilities. DataJet thanks to custom scripting language lets you automate any process in your store. 
- Send and receive data to 3rd party systems 
- Execute scheduled tasks on your store 
- Custom shipping rates 
- Custom order fulfillment 
- Data import (products, customers, orders)
- Inventory syncs 
- Custom email notifications and much more.   Unlimited possibilities. DataJet thanks to custom scripting language lets you automate any process in your store. 
- Send and receive data to 3rd party systems 
- Execute scheduled tasks on your store 
- Custom shipping rates 
- Custom order fulfillment 
- Data import (products, customers, orders)
- Inventory syncs 
- Custom email notifications and much more.  more         Sending and receiving data from FTPs         Integrations with ERPs         Auto-tagging, automatic fulfillments, custom shipping rates and more    ",Rating (5),9,"October 19, 2020","Workflow automation, Workflow automation",support@code57.pl
