Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
Replyco ‑ eCommerce Helpdesk ," Centralize all your customer questions in one place. Respond to them in minutes, not hours or days.  With Replyco, you can easily manage all your customer questions, from all selling and social media channels, in one intuitive inbox. What\'s more - all conversations come with a 360-degree customer view including order details and previous purchase history, making a job of responding to them much easier and hassle-free. Automate tasks, streamline your workflows and deliver exceptional customer support in a fraction of the time.   With Replyco, you can easily manage all your customer questions, from all selling and social media channels, in one intuitive inbox. What\'s more - all conversations come with a 360-degree customer view including order details and previous purchase history, making a job of responding to them much easier and hassle-free. Automate tasks, streamline your workflows and deliver exceptional customer support in a fraction of the time.  more         Connect to all major selling channels and social media platforms.         View and reply to all messages from one place.         Access important customer and order data when viewing a message.         Automate message management with auto-assign, auto-responders and more.         Save time with customizable email templates (canned responses).    ",Rating (5),11,"October 11, 2022","Support ticket management, Support - Other, Support ticket management, Support - Other",1-407-588-2574
Happy Returns a PayPal company ," We make returns beautiful for shoppers, merchants, and the planet.  We provide end-to-end returns solutions through a unique combination of returns software and reverse logistics. Through our nationwide network of Return Bar locations, we delight shoppers by enabling them to drop off returns with no packaging or printing in under 60 seconds. Returns are aggregated and shipped using reusable totes, reducing costs for merchants and increasing sustainability by reducing cardboard waste and carbon emissions.   We provide end-to-end returns solutions through a unique combination of returns software and reverse logistics. Through our nationwide network of Return Bar locations, we delight shoppers by enabling them to drop off returns with no packaging or printing in under 60 seconds. Returns are aggregated and shipped using reusable totes, reducing costs for merchants and increasing sustainability by reducing cardboard waste and carbon emissions.  more         Automate returns and exchanges via a branded return portal         Customize return reasons and refund methods, apply policy rules automatically         Convert refunds into revenue with Return Shopping and one-click exchanges         Save up to 40% on return shipping with our network of 5,000+ Return Bars         Utilize powerful real-time returns tracking and reporting directly in Shopify    ",Rating (3.1),14,"November 12, 2020","Returns and exchanges, Returns and exchanges",retailer-support@happyreturns.com
CodeRift: Add Head & Body Code ," Add Head Code & Add Body Code without editing your theme. Add scripts, site verifications + more.  You can easily add custom code into the HEAD or BODY section of your store without the need to modify your theme. This is beneficial as it allows you to switch themes without losing any added code. What\'s more, you don\'t need any programming expertise to use this app.

You have the freedom to add various elements like site verifications, Facebook, Instagram, and TikTok pixels, HTML, CSS, Liquid, JQuery, Javascript, custom meta tags, and Google Analytics and Tag Manager codes, among many others.   You can easily add custom code into the HEAD or BODY section of your store without the need to modify your theme. This is beneficial as it allows you to switch themes without losing any added code. What\'s more, you don\'t need any programming expertise to use this app.

You have the freedom to add various elements like site verifications, Facebook, Instagram, and TikTok pixels, HTML, CSS, Liquid, JQuery, Javascript, custom meta tags, and Google Analytics and Tag Manager codes, among many others.  more         Easy addition of custom code to the HEAD or BODY section of your store         No need to modify your theme to add custom code         Seamless transfer of added code when switching themes         No programming knowledge required         User-friendly interface for easy management of added code    ",Rating (5),2,"June 3, 2022","Page enhancements - Other, Store pages - Other, Page enhancements - Other, Store pages - Other",anthony@djp-digital.com
Headshop Drop ,"   We focused on headshop products and accessories

Headshop Drop aims to offer our customers a variety of the latest headshop and its accessories. We’ve come a long way, so we know exactly which direction to take when supplying online headshop and smoke shops with high quality yet budget friendly products. We offer all of this while providing excellent customer service and friendly support.
#No hassle to wait. Fast and reliable Canada shipping

Your customers don’t have to wait for a month to...   We focused on headshop products and accessories

Headshop Drop aims to offer our customers a variety of the latest headshop and its accessories. We’ve come a long way, so we know exactly which direction to take when supplying online headshop and smoke shops with high quality yet budget friendly products. We offer all of this while providing excellent customer service and friendly support.
#No hassle to wait. Fast and reliable Canada shipping

Your customers don’t have to wait for a month to...  more    ",Rating (3.8),4,"March 21, 2022","Dropshipping, Dropshipping",416-661-6664
EasyCSV ‑ CSV & XLSX handling ," Automate Stock Sync, Price Sync, New Products, FTP/SFTP, Create or Export Orders, Export Products.  Do you receive Product info in spreadsheets from suppliers?
Do you need to sync Inventory / Quantities from CSV or XLSX files?
Do you need to update your Product Page based on CSV or XLSX files?
Do you need to send a CSV or XLSX file every time an order is made to your vendor or supplier?
Do you need to Create New Orders from a CSV or XLSX?

Set it up once, in 2 minutes, and let the automation work so you can run your business. Automatically sync and send supplier or vendor files easily.   Do you receive Product info in spreadsheets from suppliers?
Do you need to sync Inventory / Quantities from CSV or XLSX files?
Do you need to update your Product Page based on CSV or XLSX files?
Do you need to send a CSV or XLSX file every time an order is made to your vendor or supplier?
Do you need to Create New Orders from a CSV or XLSX?

Set it up once, in 2 minutes, and let the automation work so you can run your business. Automatically sync and send supplier or vendor files easily.  more         Update Product SKUs / Barcodes (Stock/Qty, Price, Cost, Tags, & 10 more fields)         Create New Products (Title, Description, Tags, Images, Qty, and 20 more fields)         Send CSV or XLSX files when Orders are made (Email, FTP/SFTP, and more sending)         Create Orders from another system (Import Orders from FTP/SFTP, Email, and more)         EasyCSV Support can help getting messy files into Shopify (chat & email support)    ",Rating (3.6),4,"May 25, 2020","Workflow automation, Workflow automation",support@easycsv.io
Help Scout ," Supercharge your customer conversations with Help Scout.
Empower your team with store insights.  Help Scout’s Shopify integration offers a complete picture of your customers’ experience and data across platforms, so that you can service and support your customers. 

Seamlessly integrate Shopify customer metrics, contact information, and recent orders into your Help Scout Mailbox.   Help Scout’s Shopify integration offers a complete picture of your customers’ experience and data across platforms, so that you can service and support your customers. 

Seamlessly integrate Shopify customer metrics, contact information, and recent orders into your Help Scout Mailbox.  more         Access order details with a single click from your Help Scout Mailbox.         View key metrics such as lifetime value, annual value and average order value.         Display your customers’ most recent orders right in the customer sidebar.         Easily filter emails and automate actions with workflows.         Import customer contact information.    ",Rating (5),8,"March 31, 2014","Support ticket management, Support ticket management",1 (855) 435-7726
Z08 ‑ Heatmap and Recording ,"   # We are compatible with online store 2.0 stores
### Key benefits are features:
* Quick and easy installation
* View user recordings and replays
* View real time live view of users currently on your website
* View detailed analytics of your store for various details
* See browsers which are performing best amongst your users
* View top devices which are bringing maximum sales towards your store
* View recordings of most active website visitors
* Check details about the users which are most...   # We are compatible with online store 2.0 stores
### Key benefits are features:
* Quick and easy installation
* View user recordings and replays
* View real time live view of users currently on your website
* View detailed analytics of your store for various details
* See browsers which are performing best amongst your users
* View top devices which are bringing maximum sales towards your store
* View recordings of most active website visitors
* Check details about the users which are most...  more    ",Rating (5),11,"May 17, 2022","Customer analytics, Sales analytics, Customer analytics, Sales analytics",support@z08tech.com
Header Notifications ‑ GL Apps ," Boost sales with customizable header notifications for new products, sales, blogs and more!  Our app helps merchants boost sales by creating customizable notifications in the store header. These notifications can be used to promote new products, announce sales or discounts, highlight new blog posts, or share any other information that the merchant wants to highlight. The notifications are easy to set up and can be tailored to match the look and feel of the store. With our app, merchants can quickly and effectively promote key information to their customers and direct traffic.   Our app helps merchants boost sales by creating customizable notifications in the store header. These notifications can be used to promote new products, announce sales or discounts, highlight new blog posts, or share any other information that the merchant wants to highlight. The notifications are easy to set up and can be tailored to match the look and feel of the store. With our app, merchants can quickly and effectively promote key information to their customers and direct traffic.  more         Easily showcase important info with a dropdown notification for desktop & mobile         Custom header notifications for new products, sales, and more         Customize everything to match your store\'s look & feel with full design control         New notification counter to display how many new notifications there are         Over 100 icons to match your store\'s design & improve notifications with our app    ",Rating (5),5,"January 3, 2023","Banners, Notifications - Other, Banners, Notifications - Other",jeffrey@glapps.io
B2B Handsfree ," Customizable B2B registration form with EU VAT ID validation and invoicing app integration.  The customizable B2B registration form includes real-time EU VAT ID validation and fields for company name, address, phone, etc.

Customers who register through B2B Handsfree can be set to tax exempt and tagged for easy creation of customer groups, special pricing (using additional apps), and more.

Include your customers\' VAT IDs in invoices using the direct integrations with popular invoicing apps like Sufio, Billbee, Order Printer Templates, and others.   The customizable B2B registration form includes real-time EU VAT ID validation and fields for company name, address, phone, etc.

Customers who register through B2B Handsfree can be set to tax exempt and tagged for easy creation of customer groups, special pricing (using additional apps), and more.

Include your customers\' VAT IDs in invoices using the direct integrations with popular invoicing apps like Sufio, Billbee, Order Printer Templates, and others.  more         Customizable B2B registration form with VAT ID validation.         Automatically tag and set foreign EU B2B customers to tax exempt.         Include customer VAT ID in invoices in Order Printer, Billbee, Sufio and others.    ",Rating (4.2),11,"October 9, 2018","Accounts and login, Accounts and login",help@support.a9-design.com
"LiveChat: Live Chat, Help Desk "," LiveChat lets you communicate with your customers in real-time as well as asynchronously.  With LiveChat, you can engage on-site visitors with chat invitations, or let them start conversations by themselves. 

You can see exactly what the customer has in their shopping cart. This allows you to recognize the customer\'s context immediately and, based on that, suggest complementary products. 

In addition, you can browse your store’s inventory inside the app and send product recommendations in the form of interactive cards and increase average order value.   With LiveChat, you can engage on-site visitors with chat invitations, or let them start conversations by themselves. 

You can see exactly what the customer has in their shopping cart. This allows you to recognize the customer\'s context immediately and, based on that, suggest complementary products. 

In addition, you can browse your store’s inventory inside the app and send product recommendations in the form of interactive cards and increase average order value.  more         Engage customers browsing your store with coupons, deals, and announcements.         Assist your customers with product recommendations sent to them via chat.         See your customers’ order history beside each conversation.         Access the customer’s cart the moment they come to chat.         Tickets help you handle complex cases that can’t be resolved during a chat.    ",Rating (4.1),39,"November 30, 2017
          ·","Chat, Support ticket management, Chat, Support ticket management",1 (617) 275-2400
Sticky Header Bar ‑ Top Bar ,"   Customers expect free shipping on almost everything they buy online. Our Dynamic Top Bar updates in real-time as customers add items to their cart - allowing them to see how much closer they are to earning free shipping.

Here\'s an example of a free shipping offer: 

\""Add $50 worth of items more to your cart and get free shipping\""

Here\'s an example of the dynamic update once a customer adds $50 worth of items to the cart:

\""Congratulations! You have earned FREE shipping!\""

This entices the...   Customers expect free shipping on almost everything they buy online. Our Dynamic Top Bar updates in real-time as customers add items to their cart - allowing them to see how much closer they are to earning free shipping.

Here\'s an example of a free shipping offer: 

\""Add $50 worth of items more to your cart and get free shipping\""

Here\'s an example of the dynamic update once a customer adds $50 worth of items to the cart:

\""Congratulations! You have earned FREE shipping!\""

This entices the...  more    ",Rating (4.4),6,"December 29, 2020","Popups, Page enhancements - Other, Popups, Page enhancements - Other",+91 8297720004
Prime FAQ And Help Center ," Streamline customer service with our all-in-one widget! FAQs, order tracking, Whatsapp, Contact Form  Simplify your customer service with Prime FAQ Help Center. Our all-in-one app is designed to enhance the customer experience by integrating FAQs, order tracking, contact options, WhatsApp live chat, & social channels in one convenient widget. With Prime FAQ Help Center, you can save time & money by providing instant answers to frequently asked questions & tracking orders with ease. Improve your store\'s credibility & boost your SEO with our dedicated FAQ page. Upgrade your customer service today.   Simplify your customer service with Prime FAQ Help Center. Our all-in-one app is designed to enhance the customer experience by integrating FAQs, order tracking, contact options, WhatsApp live chat, & social channels in one convenient widget. With Prime FAQ Help Center, you can save time & money by providing instant answers to frequently asked questions & tracking orders with ease. Improve your store\'s credibility & boost your SEO with our dedicated FAQ page. Upgrade your customer service today.  more         Instantly go live. No Coding. 1-click Install.         Prebuilt FAQ Help Center comes with question & answer. Use them or add new ones         Contact us form with Captcha. Get support inquiries via Email (helpdesk)         Easy and simple order tracking for customers         Add Whatsapp Live Chat or Social Channels for instant communication    ",Rating (5),3,"January 2, 2023","Chat, FAQ, Chat, FAQ",driftcommerce@gmail.com
FAQify: FAQ page ‑ Help Center ," With FAQify, it helps you easily and quickly build a beautiful FAQ page, suit your store theme  A FAQ page - Help Center is one of the most important and must-have sections for business and product websites. 
FAQ page  - Help Center on your store helps saving hours worth of sales calls or emails and helping potential buyers make a decision all by themselves, help generate more sales and leads for your business.
With FAQify, it helps you easily and quickly build a beautiful FAQ page, suit your store theme and informative to support your customers.   A FAQ page - Help Center is one of the most important and must-have sections for business and product websites. 
FAQ page  - Help Center on your store helps saving hours worth of sales calls or emails and helping potential buyers make a decision all by themselves, help generate more sales and leads for your business.
With FAQify, it helps you easily and quickly build a beautiful FAQ page, suit your store theme and informative to support your customers.  more         Comes with responsive features so your FAQ page - Help Center         Use ajax to add FAQ group, question & answer without reload the page         FAQ Schema markup         Easy to paste FAQ content, add image, embed video with smart editor.         Show FAQ anywhere on your store. Show different FAQ on different product page.    ",Rating (4.8),68,"May 31, 2021","FAQ, FAQ",zifyapps@gmail.com
Hello Pine ," Synchronize your store with Marketplaces and sell to new customers: Easy-to-Use Multichannel App.  Hello Pine enables you to integrate your Shopify Store with multiple marketplaces per mouse click. The App provides an easy-to-use interface and no technical knowledge is required. Install the App, select a sales channel of your choice and start synching orders, products, stocks and prices with your Shopify Store. Currently, our software provides integrations to Otto-Market, AvocadoStore and Etsy. Feed integrations to Meta and Google Shopping are in the pipeline.   Hello Pine enables you to integrate your Shopify Store with multiple marketplaces per mouse click. The App provides an easy-to-use interface and no technical knowledge is required. Install the App, select a sales channel of your choice and start synching orders, products, stocks and prices with your Shopify Store. Currently, our software provides integrations to Otto-Market, AvocadoStore and Etsy. Feed integrations to Meta and Google Shopping are in the pipeline.  more         Connect marketplaces (e.g. Avocadostore or OTTO) and feeds (e.g. Google Shopping         Synchronize products to marketplaces and keep inventory and prices up to date         View all orders from different marketplaces in your Shopify Dashboard         Fulfill orders through your Shopify Dashboard         Restructure your products and variations to meet marketplace requirements    ",Rating (5),4,"June 9, 2022","Inventory sync, Stock counter, Inventory sync, Stock counter",support@hello-pine.com
3Dsellers ‑ CRM & Helpdesk ," 3Dsellers Helpdesk packs all your customer support channels into one powerful software.  At 3Dsellers, we have a wide range of integrations with popular eCommerce platforms, such as Shopify, Amazon, eBay, and more. With over 10 years of experience, we’ve helped thousands of online sellers grow their businesses. Our suite of tools includes an eCommerce Helpdesk, order management system, automated feedback and product review requests, and more. With 3Dsellers, you can focus on growing your business, while we take care of the rest.   At 3Dsellers, we have a wide range of integrations with popular eCommerce platforms, such as Shopify, Amazon, eBay, and more. With over 10 years of experience, we’ve helped thousands of online sellers grow their businesses. Our suite of tools includes an eCommerce Helpdesk, order management system, automated feedback and product review requests, and more. With 3Dsellers, you can focus on growing your business, while we take care of the rest.  more         Centralized Helpdesk - Manage all your eCommerce customer support in one place.         Email Templates - Respond faster with message templates.         Auto Responder - Automate your workflow with auto responder.         Auto Messages - Helps you stay in touch with your customers automatically.         Automated Feedback Reminders and Alerts - to help you ensure great reviews.    ",Rating (5),1,"November 23, 2020","Phone support, Phone support",+1 415 230 0304
Headband Multi Top Banner Bar ," All in one top bar app. Free shipping, automatic discount, email form, countdown, multiple banners.  No need to install multiple apps for Free Shipping Bar, Automatic Discount, Coupon, Email, Announcements, or Countdown.  Headband includes all these banners in one app, so you can manage all your banners in one place, and have them work seamlessly together.

* Multiple banners can show at once.
* No changes are made to your theme
* No code necessary
* Easily customize to match your store\'s language and look & feel   No need to install multiple apps for Free Shipping Bar, Automatic Discount, Coupon, Email, Announcements, or Countdown.  Headband includes all these banners in one app, so you can manage all your banners in one place, and have them work seamlessly together.

* Multiple banners can show at once.
* No changes are made to your theme
* No code necessary
* Easily customize to match your store\'s language and look & feel  more         Free shipping progress - shoppers will spend more and convert sooner.         Countdown, discount banner, email popup, and linkable announcement for any need.         No code necessary. Easily customized look and feel to match your store.    ",Rating (4.9),5,"February 4, 2020","Banners, Discounts, Banners, Discounts",help@headbandbanners.com
Handprint:Grow with the planet ," Regenerate the planet with every sale while increasing your bottom line  Transform your brand into a regenerative powerhouse that your customers will love with just a few clicks. Show them the positive impact of their purchase during checkout in diverse categories, from coral restoration to plastic removal and mangrove reforestation. As customers are now buying from regenerative businesses more than ever, you will grow your clientele all while becoming a business that actively contributes to a healthier and more beautiful planet.   Transform your brand into a regenerative powerhouse that your customers will love with just a few clicks. Show them the positive impact of their purchase during checkout in diverse categories, from coral restoration to plastic removal and mangrove reforestation. As customers are now buying from regenerative businesses more than ever, you will grow your clientele all while becoming a business that actively contributes to a healthier and more beautiful planet.  more         Automate positive impact while increasing conversion rate and customer loyalty         Monitor real-time, end-to-end impact metrics within your personalized dashboard         Support the type of cause that best aligns with your values         Show customers how much positive impact you’ve created with our impact badge         Show your brand’s impact projects using on-the-ground content & visualizations    ",Rating (4.9),19,"February 26, 2021","Donations, Donations",support@handprint.tech
Help Ukraine Widget ,"   #Put the Help Ukraine widget on your store and help stop the cruel war against Ukraine. Then, your customers and visitors will know how to help stop Russian Aggression!

This widget is linked with trusted official sources to donate and get factual information about the WAR.

On February 24, Russia started a WAR against Ukraine, against democracy and European values.

We should stop it immediately; everyone on the planet should know it and fight against it. For this reason, we\'ve created Help...   #Put the Help Ukraine widget on your store and help stop the cruel war against Ukraine. Then, your customers and visitors will know how to help stop Russian Aggression!

This widget is linked with trusted official sources to donate and get factual information about the WAR.

On February 24, Russia started a WAR against Ukraine, against democracy and European values.

We should stop it immediately; everyone on the planet should know it and fight against it. For this reason, we\'ve created Help...  more    ",Rating (5),1,"April 20, 2022","Banners, Banners",helpukraine@jiffsy.co
Insert code Header & Footer ,"   This application is very simple to use. You just need to turn it on and paste the code you want to your Shopify page. And that’s it. This allows editing the storefront by including some changes through coding. It is open-source software. 

It comes to be the perfect app for those with some coding skills. Do you have Javascript coding knowledge? Although it looks basic, with the application, you can easily tweak your site. Other than that, you can also insert a wide range of plugins. 

Even...   This application is very simple to use. You just need to turn it on and paste the code you want to your Shopify page. And that’s it. This allows editing the storefront by including some changes through coding. It is open-source software. 

It comes to be the perfect app for those with some coding skills. Do you have Javascript coding knowledge? Although it looks basic, with the application, you can easily tweak your site. Other than that, you can also insert a wide range of plugins. 

Even...  more    ",Rating (1),3,"November 14, 2019","Content manager, Store data - Other, Content manager, Store data - Other",support@jumboapps.com
Address Edit Helper ," The app allows customer to update shipping address on their own, without need to contact support  Address Edit Helper app allows customer to easily update order shipping address on their own without having to contact customer support and wait for hours for reply.

Customer sometimes might have moved to another place, or type in wrong address by mistake, this app makes it easy for customers to update shipping address from the order status page and the account page, so that the parcel will arrive at the up to date address.   Address Edit Helper app allows customer to easily update order shipping address on their own without having to contact customer support and wait for hours for reply.

Customer sometimes might have moved to another place, or type in wrong address by mistake, this app makes it easy for customers to update shipping address from the order status page and the account page, so that the parcel will arrive at the up to date address.  more         Let customer update order shipping address on their own         Set time limit, eg: customer can only update address within 2 days of order         Disallow shipping address amendment on certain product / orders with tag    ",Rating (5),1,"September 27, 2022","Order editing, Managing orders - Other, Order editing, Managing orders - Other",axel@editaddress.app
IgnitePOST: Handwritten Cards ," Surprise and delight your customers with IgnitePOST handwritten cards and notes sent automatically.  Mail personalized handwritten notes and cards to customers. IgnitePOST handwritten cards help Shopify and e-commerce brands break through digital noise to surprise and delight their customers. Your customers will love receiving a branded, handwritten card in their mailbox. IgnitePOST handwritten notes have a 99% open rate and a 20X response rate compared to other marketing and loyalty channels.

Leave lasting impressions and create deep connections with your customers using IgnitePOST.   Mail personalized handwritten notes and cards to customers. IgnitePOST handwritten cards help Shopify and e-commerce brands break through digital noise to surprise and delight their customers. Your customers will love receiving a branded, handwritten card in their mailbox. IgnitePOST handwritten notes have a 99% open rate and a 20X response rate compared to other marketing and loyalty channels.

Leave lasting impressions and create deep connections with your customers using IgnitePOST.  more         Written by specially designed robots with real pen and ink and sent by USPS mail         Change the game, build more trust and strengthen the bonds with your customers         Ask for reviews, thank your shoppers, extend LTV, and win back abandoned carts         Integrate with your existing marketing tools in a few minutes without developers         Handwritten notes have insane ROI - over 99% open rate and beat E-mails by 20X    ",Rating (5),12,"February 15, 2019","Offline marketing, Promotions - Other, Offline marketing, Promotions - Other",support@ignitepost.com
MyAlice: Helpdesk & WhatsApp ," Send WhatsApp campaigns and automate order-related notifications. Unify all support conversations.  No more switching tabs to respond to WhatsApp, Live Chat, Facebook Messenger, Instagram, Line, Telegram, and Viber. Centralize every order, every conversation, even social comments, and DMs, all in one customer conversation view. Convert more shoppers, and retain them longer, with MyAlice — the sales-focused customer service platform for growing eCommerce merchants. Easily migrate from Gorgias, Zendesk, Freshdesk, Reamaze, Tidio, Intercom, Crisp, Live Chat, Wati, DelightChat, and SuperLemon.   No more switching tabs to respond to WhatsApp, Live Chat, Facebook Messenger, Instagram, Line, Telegram, and Viber. Centralize every order, every conversation, even social comments, and DMs, all in one customer conversation view. Convert more shoppers, and retain them longer, with MyAlice — the sales-focused customer service platform for growing eCommerce merchants. Easily migrate from Gorgias, Zendesk, Freshdesk, Reamaze, Tidio, Intercom, Crisp, Live Chat, Wati, DelightChat, and SuperLemon.  more         Allow customers to discover your business using live chat or social chat widgets         All agents can work together to respond to your clients from 1 WhatsApp number         View, edit, and cancel Shopify orders without leaving the MyAlice customer view         Use WhatsApp to recover abandoned carts, automate checkout reminders, and more         Create WhatsApp audience & send campaigns. Start with 1000 free conversations/mo    ",Rating (4.9),7,"November 18, 2021
          ·","Chat, Operations - Other, Chat, Operations - Other",+6584068880
Hello24: WhatsApp Shop+Chatbot ," List & market your products on WhatsApp, deploy WhatsApp chatbots & boost your sales!  With Hello24\'s WhatsApp Shop and Chatbot, you can list all your products from your Shopify Store & market them on WhatsApp. You can now do sales, marketing & customer support on WhatsApp using our app!

Key benefits: Rapidly grow your revenue by listing products from Shopify on WhatsApp. Achieve the industry best ROI on your marketing spends by sharing personalized product catalogs to your customer groups! Reduce customer support cost by automation using our AI chatbots   With Hello24\'s WhatsApp Shop and Chatbot, you can list all your products from your Shopify Store & market them on WhatsApp. You can now do sales, marketing & customer support on WhatsApp using our app!

Key benefits: Rapidly grow your revenue by listing products from Shopify on WhatsApp. Achieve the industry best ROI on your marketing spends by sharing personalized product catalogs to your customer groups! Reduce customer support cost by automation using our AI chatbots  more         List product catalog on WhatsApp         Auto-sync product inventory, images, description & other product info.         Share product catalogs to millions of customers instantly         Automate most of your customer queries using our AI chatbot         Smartly recover abandoned carts with instant discounts    ",Rating (5),2,"January 4, 2023","Chat, Upselling and cross-selling, Chat, Upselling and cross-selling",support@hello24.in
Halloween ," Bring the Halloween spirit to your store with decorations and music, for a scary, yet fun atmosphere  Scare your customers (not away) a little with the Halloween app for Shopify.
The main pages of your store will show an amazing Halloween decoration and pumpkins and bats falling through the screen. Optionally, scary music and sounds will also be played in the background.
The animations are integrated into your store without interfering with its navigation and functionality. It compliments every background or colour scheme.
Thanks to its responsive design, it runs smoothly on mobile and tablets.   Scare your customers (not away) a little with the Halloween app for Shopify.
The main pages of your store will show an amazing Halloween decoration and pumpkins and bats falling through the screen. Optionally, scary music and sounds will also be played in the background.
The animations are integrated into your store without interfering with its navigation and functionality. It compliments every background or colour scheme.
Thanks to its responsive design, it runs smoothly on mobile and tablets.  more         Two different themes to choose: pumpkins and bats         Show effects in all public pages or only at home page         Option to display the effects on mobile browsers         Enable or disable a button to play background music         Show or hide top and bottom decoration    ",Rating (4.9),29,"May 12, 2015","Seasonal design, Seasonal design",app-support+halloween@thesupportheroes.com
Desku ‑ Helpdesk & Live Chat ," Unify Customer Communication | Retain More Customers | Market, Sell & Support OS For Merchants  Convert and Retain more shopper with Desku - the revenue-focused customer experience platform for fast-growing ecommerce merchants. Desku helps ecommerce merchants accelerate growth and maximize their revenues by unifying all support conversations, orders, social comments and DMs into one customer ticket view. Easily promote your products through whatsapp and and email campaigns within same dashboard. Market, Sell & Support from single dashboard.   Convert and Retain more shopper with Desku - the revenue-focused customer experience platform for fast-growing ecommerce merchants. Desku helps ecommerce merchants accelerate growth and maximize their revenues by unifying all support conversations, orders, social comments and DMs into one customer ticket view. Easily promote your products through whatsapp and and email campaigns within same dashboard. Market, Sell & Support from single dashboard.  more         Market, Sell & Support with the All In One Messaging Platform         Automate Customer Support with Whatsapp & Facebook Chatbots         View, edit, and cancel Shopify orders without leaving the Desku customer view         The ability to prioritize response over email, chat and social media comments         Full customer context before answering, with order and conversation history    ",Rating (5),3,"April 20, 2022","Support ticket management, Social proof - Other, Support ticket management, Social proof - Other",info@desku.io
Reactflow Recordings & Heatmap ," Reactflow optimizes your store conversion rate, detect bugs and root cause of bounces.  Reactflow helps analyzing your visitor behaviors and highlighting their pain points, helping you to gain faster ROI.
When a visitor comes to your website, they will be bombarded with a lot of buttons, menus, and links to click, and you want them to click on purchase links more than all other links.   Reactflow helps analyzing your visitor behaviors and highlighting their pain points, helping you to gain faster ROI.
When a visitor comes to your website, they will be bombarded with a lot of buttons, menus, and links to click, and you want them to click on purchase links more than all other links.  more         Just like a Camera in physical shop, you can record and playback your visitors         Click, mouseover and scrolls Heatmaps of your pages.         Conduct surveys, polls, ask for your visitors opinions.    ",Rating (3.8),2,"March 11, 2020","Customer analytics, Sales analytics, Customer analytics, Sales analytics",‭+60 19 694 5313‬
The Seller Helper ," Our app allows you to choose products, manage inventory, orders & tracking via a single dashboard.  With our app you can select any product(s) from our large catalog and send them individually or in bulk to your store. Our app will keep your products updated so you aren\'t selling out of stock products.

You will also be able to place your orders in one click or fully automate ordering/fulfillment. As soon as tracking is available our app will send tracking back to your Shopify store which allows for quick communications with your customers and giving you more time to grown your business.   With our app you can select any product(s) from our large catalog and send them individually or in bulk to your store. Our app will keep your products updated so you aren\'t selling out of stock products.

You will also be able to place your orders in one click or fully automate ordering/fulfillment. As soon as tracking is available our app will send tracking back to your Shopify store which allows for quick communications with your customers and giving you more time to grown your business.  more         Automated Inventory         Automated Ordering         Automated Tracking         Huge Product Catalog to Choose From    ",Rating (1),1,"October 13, 2022","Dropshipping, Dropshipping",800-584-3040
Help Center HQ ‑ TCC ," Help Center HQ allows you to add a help center or FAQ page to your store in just a few minutes.  HelpHQ allows users to get answers immediately from your own Frequently Asked Questions/Q&A page. An effective help center can answer massive amounts of questions before the customer has a chance to email you. HelpHQ will gather valuable satisfaction data on your help center articles. You will learn which question can be answered better, what\'s dissatisfying customers, what´s working, and so much more.   HelpHQ allows users to get answers immediately from your own Frequently Asked Questions/Q&A page. An effective help center can answer massive amounts of questions before the customer has a chance to email you. HelpHQ will gather valuable satisfaction data on your help center articles. You will learn which question can be answered better, what\'s dissatisfying customers, what´s working, and so much more.  more         Insta-search: It will find answers instantly as the user types their question.         Powerful editor: it makes writing help articles and a faq page a breeze.         Customizable: to build a FAQ page that fits in with your store and brand.         Seamless integration: manage your help center from the same familiar dashboard.         Customer Feedback: collect user customer feedback through simple emojis.    ",Rating (5),28,"April 30, 2019","Page builder, Support - Other, Page builder, Support - Other",hello@apphq.co
Scribeless | Handwritten notes ," Send handwritten direct mail to customers and prospects. Make your business feel more personal.  Increase customer retention by 31% with automated handwritten marketing by sending handwritten mail post-purchase. Handwritten mail almost always gets opened, so you can stand out from the digital noise your customers drown in daily.

- Follow up on orders to stay front of mind with top customers.
- Get another chance with abandoned carts.
- Increase customer retention and product reviews.
- Enrich your customer experience with personalized QR codes.   Increase customer retention by 31% with automated handwritten marketing by sending handwritten mail post-purchase. Handwritten mail almost always gets opened, so you can stand out from the digital noise your customers drown in daily.

- Follow up on orders to stay front of mind with top customers.
- Get another chance with abandoned carts.
- Increase customer retention and product reviews.
- Enrich your customer experience with personalized QR codes.  more         Automatic direct mail, sent from our facilities in US, UK & CA.         Luxury materials, with real stamps applied to the envelope or postcard.         AI powered \""handwriting\"" - 99% of people can\'t tell the difference.    ",Rating (4.3),10,"November 20, 2019","Abandoned cart, Offline marketing, Abandoned cart, Offline marketing",+1 (972) 591-8522
