Name,Description,Rating,Reviews,Launched Date,Categories,Support Email
St. Jude Donation App ," The St. Jude Donation App allows your customers to donate to St. Jude through your store in minutes!  We are passionate about your business and your customers; the St. Jude Donation App allows your customers to donate to St. Jude through your store in minutes! 

We know that Cause Marketing is here to stay. By connecting your customers to a mission you believe; you are more likely to increase sales and customer loyalty. With our app, you know exactly where the money is going: to the children of St. Jude Children’s Research Hospital.

Together, we won\'t stop until no child dies from cancer.   We are passionate about your business and your customers; the St. Jude Donation App allows your customers to donate to St. Jude through your store in minutes! 

We know that Cause Marketing is here to stay. By connecting your customers to a mission you believe; you are more likely to increase sales and customer loyalty. With our app, you know exactly where the money is going: to the children of St. Jude Children’s Research Hospital.

Together, we won\'t stop until no child dies from cancer.  more         Easily download and install the free app from the Shopify app store.         Your customers can choose the amount they want to donate during checkout.         100% of donations will go directly to help the kids of St. Jude.         Your credit card is charged for donations you collect on behalf of St. Jude.    ",Rating (5),5,"December 10, 2020","Donations, Donations",ecommgiving@alsac.stjude.org
Joom Logistics Global Shipping ," Efficient and transparent global B2C delivery backed by powerful IT solutions  1. Enjoy our wide geography, a unified first-mile solution and our pick-up procedure
2. Get your labels in 2 clicks and track parcels online in Web App or via API
3. Get online pricing for delivery of your parcels
4. Choose from 70+ shipping companies and other service providers to fulfill your orders
5. We provide transparent compensations for issues
6. We have 24/7 client\'s support   1. Enjoy our wide geography, a unified first-mile solution and our pick-up procedure
2. Get your labels in 2 clicks and track parcels online in Web App or via API
3. Get online pricing for delivery of your parcels
4. Choose from 70+ shipping companies and other service providers to fulfill your orders
5. We provide transparent compensations for issues
6. We have 24/7 client\'s support  more         Get labels in 2 clicks         Calculate prices online         Choose convenient option for getting labels    ",Rating (5),1,"February 3, 2022","Shipping rate calculator, Shipping rate calculator",+37125905717
JSON‑LD Express for SEO Schema ," Automatically install JSON-LD Schema to your store for Google  Google\'s Rich Results and Rich Snippets are the best way to stand out. Instead of the plain, typical results, you can get your product\'s photos, prices, availability, and reviews into the search results. To achieve this, you need to provide a bunch of your store’s data in a specific technical format called structured data to Google. We\'re talking hundreds of fields added at precise locations in your HTML as microdata or massive code blocks of JSON-LD data. Automate this process with a few clicks   Google\'s Rich Results and Rich Snippets are the best way to stand out. Instead of the plain, typical results, you can get your product\'s photos, prices, availability, and reviews into the search results. To achieve this, you need to provide a bunch of your store’s data in a specific technical format called structured data to Google. We\'re talking hundreds of fields added at precise locations in your HTML as microdata or massive code blocks of JSON-LD data. Automate this process with a few clicks  more         Free support for onboarding         Integrates with most of the Shopify review apps         Complete schema support with all rich data         Automatically install JSON-LD structured data into your store    ",Rating (4.5),11,"May 23, 2019","SEO, Search engine optimization - Other, SEO, Search engine optimization - Other",support@marbgroup.com
EASY Jewelry ,"   #This app gives you the possibility to dropshipp jewelery products such as chains, rings, colliers, etc. from your own store. We offer you a huge database with jewelery products that are made in germany. Also you can import and customize all products. Try it out!

#Easy start
1. Install the app
2. Search your product
3. Import / edit products

#Benefits with the app
1. Start easily in dropshipping business
2. Time-saving with one click import
3. Supplier based in Germany (shipping...   #This app gives you the possibility to dropshipp jewelery products such as chains, rings, colliers, etc. from your own store. We offer you a huge database with jewelery products that are made in germany. Also you can import and customize all products. Try it out!

#Easy start
1. Install the app
2. Search your product
3. Import / edit products

#Benefits with the app
1. Start easily in dropshipping business
2. Time-saving with one click import
3. Supplier based in Germany (shipping...  more    ",Rating (1),1,"June 23, 2021","Dropshipping, Dropshipping",support@itservicejung.de
Omisell ,"   * About Omisell

Omisell is a multi-channel management platform focusing on Southeast Asia region with the purpose of optimizing sellers’ operations. Omisell is created to solve inventory problems, manage multi-channel sales (online & offline), operations, shipping, etc. Especially, Omisell integrates with hundreds of reputable partners in the Southeast Asia region to provide the solution, assisting sellers to manage their business on a single platform.

* Our Mission

Our mission is to make...   * About Omisell

Omisell is a multi-channel management platform focusing on Southeast Asia region with the purpose of optimizing sellers’ operations. Omisell is created to solve inventory problems, manage multi-channel sales (online & offline), operations, shipping, etc. Especially, Omisell integrates with hundreds of reputable partners in the Southeast Asia region to provide the solution, assisting sellers to manage their business on a single platform.

* Our Mission

Our mission is to make...  more    ",Rating (3.3),2,"December 1, 2020","Shipping labels, Order and shipping reports, Shipping labels, Order and shipping reports",partner@omisell.com
Jewelry Solutions ," B2B marketplace for jewelers with 2M+ items and advanced page layouts.  Welcome to a complete, simple-to-setup technology tailored to jewelers\' needs.
Access a B2B jewelry marketplace, integrate large inventories, provide a friendly experience for your customers, simplify your internal processes, and have your products fully connected to the natives solutions provided by Shopify. Inventories consolidation across different jewelry businesses and easy to use pages customization tools.   Welcome to a complete, simple-to-setup technology tailored to jewelers\' needs.
Access a B2B jewelry marketplace, integrate large inventories, provide a friendly experience for your customers, simplify your internal processes, and have your products fully connected to the natives solutions provided by Shopify. Inventories consolidation across different jewelry businesses and easy to use pages customization tools.  more         Jewelers do more business together, avoid risk through synchronization         Improve your product and collection pages with advanced options and media.         Control your own website with over 600+ attributes    ",Rating (1.9),21,"July 19, 2019","Inventory sync, Product options, Inventory sync, Product options",support@jewelry.solutions
JoeLister: Easy Amazon Selling ,"   #JoeLister: A Leader in eCommerce Cross-listing Software

Since 2015 has been helping Amazon sellers easily list and sell on eBay. We have leveraged our expertise and experience into building our Shopify Amazon integration.

# JoeLister helps you sell your Amazon inventory on Shopify. Pain-free.
We\'re living in the future! So, it\'s time for an e-commerce strategy that fits the future.

# Connect Your Amazon Store
Your journey with JoeLister starts by connecting your Amazon store. This step...   #JoeLister: A Leader in eCommerce Cross-listing Software

Since 2015 has been helping Amazon sellers easily list and sell on eBay. We have leveraged our expertise and experience into building our Shopify Amazon integration.

# JoeLister helps you sell your Amazon inventory on Shopify. Pain-free.
We\'re living in the future! So, it\'s time for an e-commerce strategy that fits the future.

# Connect Your Amazon Store
Your journey with JoeLister starts by connecting your Amazon store. This step...  more    ",Rating (2.3),2,"August 12, 2020","Inventory sync, Inventory sync",support@joelister.com
Jioukou Group Buying ," Add group-buying feature to your store and bring in more orders and sales revenue.  Jioukou is the first group-buying marketing solution on Shopify. Enabling group-buying for your store is just a few simple steps away. With group-buying, customers can place orders without hesitation and you can reach new customers.   Jioukou is the first group-buying marketing solution on Shopify. Enabling group-buying for your store is just a few simple steps away. With group-buying, customers can place orders without hesitation and you can reach new customers.  more         Group Buy Button: Embed a group buy button on the product page         RWD: Group purchases can be supported on desktop and mobile device         Social Media: Sharing Group purchases on FB, Twitter, Whatapp, Line    ",Rating (5),12,"July 31, 2019","Discounts, Discounts",support@yosgo.com
Jortt ," This app transfers your orders automatically every single day. Save time and avoid errors.  This app connects your Shopify webshop to your Jortt administration. That’s why you don’t have to manually type out data, since the orders are transferred automatically to Jortt.

This is a real-time connection. You indicate when a Shopify order is transferred: When it is created, paid or partially paid. The correct price-details (e.g. order details) and customer-details are transferred to Jortt.

All details can be found at https://www.webwinkelfacturen.nl/handleiding-shopify-jortt.   This app connects your Shopify webshop to your Jortt administration. That’s why you don’t have to manually type out data, since the orders are transferred automatically to Jortt.

This is a real-time connection. You indicate when a Shopify order is transferred: When it is created, paid or partially paid. The correct price-details (e.g. order details) and customer-details are transferred to Jortt.

All details can be found at https://www.webwinkelfacturen.nl/handleiding-shopify-jortt.  more         Transfer your orders automatically into Jortt. This saves time and cost.         The taxes and ledgercodes are assigned correctly in Jortt, avoiding errors.         You don’t have to type data in both Jortt and your webshop, so no double entry.         Connect Shopify with your Jortt software within 5 minutes!    ",Rating (5),1,"July 6, 2020","Accounting, Accounting",+3170 2042 240
easyLabel: Japan Post ," No-fuss Japan Post label creation and order fulfillment!  Create an international Japan Post label without having to leave Shopify – just select a shipping method and print! 

Shipping data - like product name, HS code, order value, package weight, and more - are auto-populated and modifiable. Once a label is printed, the order is fulfilled and tracking info is sent to the customer. Partial order fulfillment and multiple labels supported. International orders are even easier when paired with easyRates!

*Domestic shipping within Japan is not supported.   Create an international Japan Post label without having to leave Shopify – just select a shipping method and print! 

Shipping data - like product name, HS code, order value, package weight, and more - are auto-populated and modifiable. Once a label is printed, the order is fulfilled and tracking info is sent to the customer. Partial order fulfillment and multiple labels supported. International orders are even easier when paired with easyRates!

*Domestic shipping within Japan is not supported.  more         Create and view labels for international Japan Post shipments         Adjust shipping weight, item quantity, declared value, HS codes, and insurance         Fulfill orders, incl. partial order fulfillment, and send tracking to customers         Generate multiple labels/shipments for an order         Stay up-to-date with current shipping service restrictions    ",Rating (2.4),4,"September 13, 2017","Shipping labels, Shipping labels",support@lunaris.jp
Janio Asia ," Janio Shipping & Delivery makes eCommerce shipping fast, transparent, and affordable.  1. Integrating all the different processes across the supply chain onto a centralised platform, we simplify the logistics process for easy shipping and tracking.


2. Easy delivery tracking that your customers can use to easily track their orders via and stay updated with regular notifications.

3. Regional cross-border coverage making sure you leverage our network throughout Southeast Asia to reach more market.   1. Integrating all the different processes across the supply chain onto a centralised platform, we simplify the logistics process for easy shipping and tracking.


2. Easy delivery tracking that your customers can use to easily track their orders via and stay updated with regular notifications.

3. Regional cross-border coverage making sure you leverage our network throughout Southeast Asia to reach more market.  more         Cross Border Logistics across Asia and beyond         Managed logistics services to save you time and money         One platform to unify all of your logistics performance    ",Rating (4.8),5,"September 14, 2020","Shipping labels, Shipping labels",support@janio.asia
"Affiliate Integrate ""まるっと集客"" "," You can post your store\'s products on google ads, line, and various point /comparison sites in JAPAN  There is no need to install any complicated tags. The application can be completed in just 4 steps.
Linkage with major affiliate ASPs in JAPAN such as Value Commerce/A8.net/Access Trade   There is no need to install any complicated tags. The application can be completed in just 4 steps.
Linkage with major affiliate ASPs in JAPAN such as Value Commerce/A8.net/Access Trade  more         Linkage with major affiliate ASPs such as Value Commerce/A8.net/Access Trade         Google/Facebook ads are usually pay-per-click, with results linked to sales.         Free installation of GoogleTagManager for centralized management of tags for GA4         Easy installation of various tags at the touch of a button without engineer         Listing on Ameba, the largest site in Japan    ",Rating (4.7),101,"August 5, 2020","Affiliate programs, Affiliate programs",contact@huckleberry-inc.com
Jasper PIM ," The Jasper Product Information Management system is an advanced tool to manage product information.  Schedule Updates In Advance
Set-it-and-forget-it. No more managing price changes in real time. Instead, use Jasper PIM to schedule pricing and other content updates in advance to automatically publish to your Shopify storefront(s).

Improve Data Quality
Ensure high data quality and consistency across product channels

Store Complex Data
Create relationships between products and manage unlimited product categories and attributes. Support for quickly/easily setting up multiple Shopify storefronts   Schedule Updates In Advance
Set-it-and-forget-it. No more managing price changes in real time. Instead, use Jasper PIM to schedule pricing and other content updates in advance to automatically publish to your Shopify storefront(s).

Improve Data Quality
Ensure high data quality and consistency across product channels

Store Complex Data
Create relationships between products and manage unlimited product categories and attributes. Support for quickly/easily setting up multiple Shopify storefronts  more         CSV Import/Export         Bulk actions         Product relations         Product tags         Digital Asset Management    ",Rating (5),4,"June 12, 2020","Inventory tracking, Workflow automation, Inventory tracking, Workflow automation",1-844-752-7737
Jump Links ‑ Table of Contents ," Automatically add a table of contents to your blog posts. Improve SEO, useability, & time on site.  With Jump Links you can easily and automatically add a beautfiful table of contents to the top of your Shopify blog posts. Table of Contents help users navigate long blog posts and keep them enagaged with your content longer. This improved useability and helpfulness impacts your SEO in a variety of ways including how many other websites will feel comfortable linking to your blog posts, shares across social media and forums, and how search engines will rank your blog posts in their results.   With Jump Links you can easily and automatically add a beautfiful table of contents to the top of your Shopify blog posts. Table of Contents help users navigate long blog posts and keep them enagaged with your content longer. This improved useability and helpfulness impacts your SEO in a variety of ways including how many other websites will feel comfortable linking to your blog posts, shares across social media and forums, and how search engines will rank your blog posts in their results.  more         Customize your table of contents by changing colors and bullet points.         Exclude short blog posts that do not need a table of contents.         Uses heading tags to create your table of contents automatically.         Compatible with    ",Rating (2.5),5,"April 29, 2021
          ·","Product options, Content manager, Product options, Content manager",support@jumplinksapp.com
JTE ‑ My Deal of the Day ," My Deal of the Day, Set your group of products, discount range, and you\'ll have a new deal each day!  My Deal of the Day allows you to create a group of products, you set the range of discount and watch the jump in revenue from those items being featured.   My Deal of the Day allows you to create a group of products, you set the range of discount and watch the jump in revenue from those items being featured.  more         NEW Updated Dashboard with Tracked Revenue         Easy Setup with No Maintenance         Tag Based Sorting Available    ",Rating (5),1,"August 1, 2022","Discounts, Discounts",hello@mydealoftheday.com
Jobo Bundle ," In the Jobo Bundle app, you can group selected products and apply a discount on the bundled products  The Jobo bundle app is the best way to present a unique combination of offers and products for your customers. You do not need to make any changes to your theme, you only need to configure the bundle and apply the display settings and simply click on the Install Bundle code in the theme button, that\'s it! Your custom bundles will show up on your product pages.
## Types of bundles
1. Group Bundle
2. Buy X Get Y Free
3. Buy X Get Y Discount
Make a bundle with a percentage or a fixed price discount   The Jobo bundle app is the best way to present a unique combination of offers and products for your customers. You do not need to make any changes to your theme, you only need to configure the bundle and apply the display settings and simply click on the Install Bundle code in the theme button, that\'s it! Your custom bundles will show up on your product pages.
## Types of bundles
1. Group Bundle
2. Buy X Get Y Free
3. Buy X Get Y Discount
Make a bundle with a percentage or a fixed price discount  more         Easily customize how your bundles look, Make a pick-and-mix bundle         Create unlimited bundles and surprise your customers with a discount!         No coding skills are required. The app handles it all         Bundle widget is compatible with mobile devices         Customize the position of the bundle widget according to your needs    ",Rating (2.3),7,"February 11, 2019","Discounts, Product bundles, Discounts, Product bundles",support@joboapps.com
